0,416441712
0,415137944
0,409349058
0,387329876
0,3257326
0,291695125
0,259631675
0,241738371
0,248822392
0,246727393
0,228793554
0,2022165
0,196318432
0,206341116
0,213319428
0,23957104
0,270662271
0,316173178
0,335308762
0,334769377
0,36680082
0,378107478
0,370482283
0,347464559
0,350521776
0,347598274
0,324864719
0,282310585
0,249730597
0,24005357
0,229086462
0,210682201
0,222641323
0,21906799
0,18677733
0,170773085
0,168262729
0,188278301
0,20247698
0,194251334
0,2057593
0,219619588
0,238287803
0,242244591
0,22753727
0,21786277
0,198439227
0,179360498
0,162228103
0,148160506
0,136634219
0,114636831
0,097047597
0,097617725
0,092860019
0,078185127
0,078137116
0,089422612
0,075692775
0,075909139
0,099759683
0,145063807
0,164688343
0,175348013
0,181169643
0,203930151
0,180494017
0,173661211
0,166872204
0,171263406
0,171770468
0,159998231
0,145077283
0,141782434
0,125502864
0,124558334
0,115273922
0,122439751
0,11254099
0,090220792
0,110855872
0,107051855
0,084704704
0,096922516
0,119761988
0,145633409
0,167069301
0,20130461
0,226480505
0,253583783
0,291494343
0,280972599
0,272694835
0,285037516
0,298651011
0,297859675
0,304951486
0,293170826
0,297821877
0,310491369
0,30765715
0,31142916
0,30699858
0,314791919
0,340745989
0,339766084
0,293398246
0,279260633
0,27327844
0,274154638
0,29414631
0,365753847
0,394610678
0,402163646
0,417293589
0,352773863
0,318235328
0,283942006
0,246407215
0,213180239
0,220053896
0,235493909
0,228234901
0,215564988
0,22996824
0,235563293
0,247236244
0,25116271
0,258675669
0,276078441
0,274634009
0,275737417
0,308444275
0,344068634
0,407211734
0,436799467
0,458560801
0,487516287
0,480521339
0,432975867
0,404052178
0,389217776
0,351260785
0,358336172
0,375923827
0,390076391
0,426545152
0,382769794
0,368441717
0,378569266
0,356530396
0,307022796
0,336064722
0,353239126
0,370832362
0,345090865
0,320212195
0,313068582
0,338911996
0,353013917
0,367401587
0,403019313
0,406563482
0,355671991
0,32428522
0,308819939
0,321669893
0,332037076
0,349109773
0,369647147
0,404276018
0,441720683
0,424518694
0,386908834
0,357338157
0,315373524
0,339376944
0,375605755
0,342352984
0,336715185
0,346339779
0,366017801
0,418793717
0,444475621
0,482833545
0,523299103
0,540276199
0,499358855
0,486541751
0,476901258
0,507562392
0,514324234
0,537236881
0,55313963
0,526088048
0,494832991
0,468114116
0,458760004
0,478091843
0,446572726
0,453270238
0,458888665
0,455150137
0,434919463
0,426564208
0,418412368
0,423626282
0,426934081
0,453486392
0,49553357
0,550648541
0,553285136
0,616810322
0,653960289
0,617538381
0,588556679
0,557895847
0,516861051
0,520064816
0,48670375
0,428952832
0,394186778
0,35212084
0,319850756
0,321849107
0,348656402
0,367618845
0,369325028
0,35745093
0,329784454
0,317612939
0,333789659
0,369634203
0,389336985
0,398420006
0,391185525
0,39377577
0,430235619
0,409479542
0,40418756
0,400632837
0,368674973
0,40126536
0,368930397
0,381708608
0,39710541
0,379255156
0,347029796
0,32630049
0,353055398
0,356481202
0,371283905
0,329984657
0,296110329
0,294369921
0,30852131
0,320067021
0,338781179
0,371419963
0,412409826
0,468699487
0,486175476
0,487606499
0,473941391
0,451672405
0,441682121
0,451358506
0,456935096
0,408907175
0,376105038
0,352224773
0,322123427
0,342124887
0,38000337
0,353213502
0,296209118
0,267749076
0,266607491
0,279829676
0,303743745
0,339452755
0,3924828
0,439668548
0,454207114
0,474944503
0,45647695
0,454823364
0,474597325
0,460122799
0,456853524
0,43562093
0,435269762
0,447738063
0,459700662
0,483045934
0,437257719
0,470942553
0,539957828
0,50429984
0,429017291
0,408420684
0,42661885
0,43167714
0,460877101
0,54145919
0,564143279
0,549185096
0,542805386
0,551762218
0,529353289
0,51736476
0,570324886
0,531378411
0,466702186
0,442435269
0,382021143
0,335323565
0,297122679
0,281551291
0,257899049
0,26803442
0,34293567
0,400345394
0,418810323
0,432310607
0,455159204
0,461019668
0,485794178
0,507306447
0,529628135
0,54626174
0,52642416
0,564541479
0,557619322
0,537116779
0,544437871
0,536997729
0,537800009
0,508900193
0,477405094
0,457622629
0,454875015
0,429623988
0,409080082
0,469602445
0,52718875
0,57100759
0,509739742
0,488087951
0,522404887
0,539817886
0,514959075
0,559628381
0,575331208
0,591623304
0,555789679
0,568637914
0,590129187
0,630721585
0,663009725
0,656431808
0,652967685
0,645181728
0,632916044
0,633481692
0,604951521
0,585741634
0,561786096
0,636204425
0,70491525
0,686307649
0,67049501
0,671322591
0,644332101
0,613018727
0,592735179
0,58111136
0,606444904
0,621376631
0,599835282
0,636306573
0,652907005
0,672048968
0,696517348
0,692474769
0,680409811
0,692275301
0,69548358
0,688479222
0,674590921
0,670729227
0,645669059
0,688571502
0,725686024
0,699283439
0,676684386
0,620032849
0,608130616
0,583660766
0,558412679
0,569844693
0,596147545
0,621885274
0,591230458
0,616804203
0,639386669
0,65244172
0,678844096
0,679464335
0,668662953
0,679570788
0,683204563
0,649478471
0,604387448
0,574721362
0,558527005
0,62661948
0,656882184
0,640042287
0,599418709
0,537245908
0,507475679
0,473398419
0,483576938
0,502405107
0,554416712
0,581547144
0,594342888
0,622917466
0,593923691
0,581455599
0,548642019
0,554539332
0,566573844
0,553496746
0,49511446
0,461933965
0,424547537
0,376612735
0,356473643
0,379638449
0,34435231
0,308842978
0,306860689
0,3217099
0,380354118
0,334602542
0,33113695
0,311486554
0,265672618
0,232399422
0,259263093
0,334852297
0,390783546
0,458515404
0,462411742
0,46113347
0,437069485
0,35384256
0,343479587
0,368243073
0,388965346
0,408001906
0,399762319
0,408138174
0,399449889
0,372552624
0,307096166
0,242991679
0,190176849
0,213482857
0,257139393
0,271303799
0,252621346
0,24606495
0,281706141
0,322124267
0,379657661
0,432062847
0,461997059
0,429637636
0,412804562
0,421545234
0,422975942
0,430699643
0,430926406
0,448277781
0,452577148
0,451043557
0,45225947
0,393242142
0,353455908
0,313319871
0,314742285
0,32589557
0,355893927
0,415928435
0,421523922
0,468652769
0,468166383
0,482746522
0,500240673
0,531093067
0,521857506
0,493534782
0,48959834
0,480629331
0,478874121
0,478457128
0,453617109
0,459492901
0,481955896
0,528970626
0,557016195
0,549420468
0,499224228
0,470562409
0,441925052
0,424362452
0,44165724
0,475350577
0,52707117
0,561565107
0,549828117
0,573166354
0,60258867
0,588152882
0,555253846
0,511814651
0,498207612
0,516882841
0,482476471
0,455068321
0,429961264
0,395315867
0,371543946
0,411217188
0,416070767
0,385761389
0,355904287
0,300820771
0,316126987
0,348556905
0,377388109
0,420620349
0,450957811
0,488125095
0,490298134
0,496074602
0,50180381
0,481236695
0,484087205
0,42977155
0,418387226
0,456958805
0,471535305
0,491492519
0,475161875
0,421842379
0,364055079
0,347200554
0,334890788
0,340542142
0,352765836
0,277539746
0,232127256
0,251752823
0,266876199
0,260390239
0,28627939
0,286342364
0,284811217
0,338820832
0,375334378
0,418667707
0,446662845
0,456455224
0,430389995
0,395201896
0,410246762
0,423411848
0,365573486
0,333081336
0,264914802
0,247914547
0,214067223
0,159082141
0,13821264
0,113764215
0,12452999
0,132033573
0,148593531
0,195525049
0,243004582
0,271495222
0,277076662
0,3046227
0,313490156
0,328054849
0,306361618
0,295886992
0,261986845
0,223281965
0,207948954
0,197436109
0,198016749
0,176781112
0,139172882
0,155034954
0,15390661
0,105088269
0,09056801
0,104883294
0,125384276
0,15172957
0,195772386
0,243445396
0,276949576
0,290832954
0,250186253
0,217309323
0,201502353
0,183952115
0,191474548
0,196798916
0,216657215
0,205627946
0,21180691
0,224066959
0,253362065
0,240959807
0,247065544
0,251771156
0,259869879
0,25556158
0,248987582
0,229892215
0,23667067
0,241054578
0,227422059
0,256701628
0,297077481
0,272564425
0,258503105
0,300292754
0,340715733
0,294852175
0,247116606
0,262887117
0,264232244
0,264190089
0,271498329
0,264404696
0,25800605
0,255463391
0,208688478
0,190054537
0,197157907
0,16983559
0,163396654
0,161344422
0,19379711
0,237534277
0,259374066
0,320423041
0,353320998
0,332363976
0,326315517
0,294002137
0,297749889
0,320829987
0,309867005
0,270539537
0,262194927
0,268836559
0,27623781
0,30583349
0,295080972
